Title,Location,Bedrooms,Bathrooms,Garage,Price,Size,Listing_Type
فرصة لبناء استراحتك الخاصة بمساحة كبيرة 1005متروتبعد عن مسقط ٤٠ دقيقة,"Al Masn'a, Al Batinah•",Not specified,Not specified,Not specified,"OMR 9,500","1,005 SQM",For Sale
بركاء الصومحان,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 18,500",600 SQM,For Sale
ارضين شبك المصنعه النهضه جنوب المرحله الثالثه شارع خط الغاز,"Al Masn'a, Al Batinah•",Not specified,Not specified,Not specified,"OMR 7,000","1,200 SQM",For Sale
ولاية العامرات المحج وبسعر مميزه جدا سارع بالحجز,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 19,000",300 SQM,For Sale
المضيبي مخطط العيون الارض ثالث خط من الشارع المزدوج وقريب من مركزصحي,"Al Mudaibi, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 2,200",600 SQM,For Sale
تجاري ولايه ثمريت الخطوط الاولى تجاريه في ثمريت موقع مميز وبسعر مميز,"Thumrait, Dhofar•",Not specified,Not specified,Not specified,"OMR 9,500",257 SQM,For Sale
سكني تجاري ولايه ثمريت  ثمريت المربع التجاري وباقل من سعر السوق,"Thumrait, Dhofar•",Not specified,Not specified,Not specified,"OMR 4,600",200 SQM,For Sale
المصنعه برج ال خميس الارض قريب من استراحه بيت الانوارواستراحة الأريج,"Al Masn'a, Al Batinah•",Not specified,Not specified,Not specified,"OMR 3,600",600 SQM,For Sale
al batnah,"Barka, Al Batinah•",5,6,Not specified,"OMR 77,000Non Freehold",600 SQM,For Sale
أرض في ولاية المضيبي الشبيكه مع توفر الخدمات وبسعر مميز,"Al Mudaibi, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 2,500",600 SQM,For Sale
زاوية ع شارع وسكة في الحاجر الاولى العامرات- الحاجر الاولى,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 6,900",600 SQM,For Sale
"Parking, School, Bank / ATM, Gym, Pharmacy, Mosque, Restaurant","Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 17,000Non Freehold",150 SQM,For Sale
الارض وسط الخدمات وخلف مركز الشرطه مباشره المصنعه الماده الثامنه,"Al Masn'a, Al Batinah•",Not specified,Not specified,Not specified,"OMR 6,200",614 SQM,For Sale
مطعم عربي للبيع – فرصة استثمارية جاهزة الموقع: شارع البركات الرئيسي,"Al Seeb, Muscat•",Not specified,Not specified,Not specified,"OMR 30,000Non Freehold",130 SQM,For Sale
شقة فاخرة بأقل سعر في مسقط هيلز  مع إقامة دائمة … فرصة لن تتكرر,"Muscat Hills, Muscat•",1,1,Not specified,"OMR 47,000Freehold",49 SQM,For Sale
للبيع توين فيلا بالموالح الجنوبية لكل فيلا 115,"Al Mawaleh, Muscat•",3,3,Not specified,"OMR 115,000Non Freehold",300 SQM,For Sale
للبيع أرض سكنية في العامرات / سمكت,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 3,800",600 SQM,For Sale
للبيع أرض سكنية في ولاية العامرات / مرتفعات الثانية,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 99,000","1,200 SQM",For Sale
ارض للبيع في بركاء,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 11,000",611 SQM,For Sale
الارض فرصه رابع خط من الشارع القاروخلف المحلات التجاريه محوت حج 9,"Mahut, Al Wusta•",Not specified,Not specified,Not specified,"OMR 1,750",600 SQM,For Sale
ولاية مصنعه  مربع وادي العيص  شمال  رقم الارض  1  مساحه الارض 600,"Al Masn'a, Al Batinah•",Not specified,Not specified,Not specified,"OMR 5,500",600 SQM,For Sale
"Staircase, Facilities for the Disabled","Ruwi, Muscat•",4,2,Not specified,"OMR 25,000Non Freehold",148 SQM,For Sale
أرض للبيع في المضيبي الافلاج,"Al Mudaibi, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 2,800","3,000 SQM",For Sale
"Bus Station, Hospital, Mosque, School, Bank / ATM, Restaurant, Superma","Mahut, Al Wusta•",Not specified,Not specified,Not specified,"OMR 2,400",600 SQM,For Sale
ارض سكني للبيع في العامرات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 16,500",603 SQM,For Sale
"Facilities for the Disabled, Garden, Garage Parking, Security, Storage","Barka, Al Batinah•",3,5,Not specified,"OMR 95,000Non Freehold","1,260 SQM",For Sale
"House for sale on the seafront, 20 meters from the coastline and 300 m","Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 47,000Non Freehold",367 SQM,For Sale
للبيع منزل طابقين خط أول مخطط الأول 243 مرتفعات البريك جميع الخدمات,"Al Khaboura, Al Batinah•",6,6,Not specified,"OMR 48,000Non Freehold",300 SQM,For Sale
للبيع ارض بالعامرات الحشية,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 6,300",600 SQM,For Sale
"Nearby  Bank / ATM, School, Gym, Mosque, Restaurant","Ibra, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 80,000Non Freehold","1,000 SQM",For Sale
للبيع ارض في بوشر الانصب,"Ansab, Muscat•",Not specified,Not specified,Not specified,"OMR 48,000",300 SQM,For Sale
للبيع ارض سكنية في العامرات عدن,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 14,000",600 SQM,For Sale
"Supermarket, Hospital, Mosque, Restaurant, Schoo","Sohar, Al Batinah•",Not specified,Not specified,Not specified,"OMR 28,000Non Freehold",200 SQM,For Sale
ارض للبيع في المعبيلة الرابعه,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 52,000",600 SQM,For Sale
"Main Amenities  Air Conditioning, Maid Room, Laundry Room, Double Glaz","Bahla, Al Dakhiliya•",5,6,Not specified,"OMR 150,000Non Freehold","5,000 SQM",For Sale
Townhouses for Sale,"Barka, Al Batinah•",5,5,Not specified,"OMR 78,000Non Freehold",600 SQM,For Sale
للبيع منزل سكني راقي وجاهز للسكن الفوري في المعبيلة,"Al Maabilah, Muscat•",3,5,Not specified,"OMR 70,000Non Freehold",417 SQM,For Sale
"nstalled Kitchen, Laundry Room  Additional Amenities  Storage, Stairca","Al Maabilah, Muscat•",3,4,Not specified,"OMR 29,300Non Freehold",118 SQM,For Sale
"Direct from the owner  Al-Musannah, Al-Nahda Governorate  Phase Two  A","Al Masn'a, Al Batinah•",Not specified,Not specified,Not specified,"OMR 7,400","1,222 SQM",For Sale
Residential and commercial land for sale  Location: Samayil Governorat,"Sumail, Al Dakhiliya•",Not specified,Not specified,Not specified,"OMR 38,500Negotiable",748 SQM,For Sale
"Nearby  Supermarket, Bus Station, Mosque","Barka, Al Batinah•",Not specified,Not specified,Not specified,OMR 400,900 SQM,For Sale
"Land for sale in Al-Saih Al-Ahmar, close to the nursery, close to the","Bidbid, Al Dakhiliya•",Not specified,Not specified,Not specified,"OMR 30,000",635 SQM,For Sale
ارض للبيع في المضيبي,"Al Mudaibi, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 12,000","5,000 SQM",For Sale
ارض للبيع في عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 10,000",600 SQM,For Sale
ارض للبيع في الجاهلي ولايه عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 7,000",685 SQM,For Sale
ارض للبيع في العامرات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 14,000",600 SQM,For Sale
فلتان للبيع في الخوض السابعة,"Al Khoud, Muscat•",6,6,Not specified,"OMR 167,000Non Freehold",331 SQM,For Sale
"Pharmacy, Bus Station, School, Hospital, Bank / ATM, Mosque, Dry Clean","Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 49,000",600 SQM,For Sale
سكني طاقة,"Taqah, Dhofar•",Not specified,Not specified,Not specified,"OMR 13,500",550 SQM,For Sale
ارض سكنية من المالك مباشرة,"Al Rustaq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 15,000",617 SQM,For Sale
"Nearby  School, Supermarket, Dry Clean","Al Seeb, Muscat•",Not specified,Not specified,Not specified,"OMR 39,000",528 SQM,For Sale
للبيع أرض صناعية  ولاية عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 33,000","1,000 SQM",For Sale
للبيع ‏أرض زراعية * *ولاية عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 85,000","47,579 SQM",For Sale
ارض في صحنلوت مربع,"Taqah, Dhofar•",Not specified,Not specified,Not specified,"OMR 22,000",600 SQM,For Sale
ارض سكنية كورنر للبيع,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 15,000",632 SQM,For Sale
ارض زراعية للبيع,"Salalah, Dhofar•",Not specified,Not specified,Not specified,"OMR 280,000","12,712 SQM",For Sale
"Bank / ATM, Mosque, Dry Clean, Restaurant, Supermarket, Parking, Gym,","Ruwi, Muscat•",Not specified,Not specified,Not specified,"OMR 115,000Freehold",735 SQM,For Sale
"Parking, Supermarket, Dry Clean, Bank / ATM","Bosher, Muscat•",Not specified,Not specified,Not specified,"OMR 12,500Negotiable",55 SQM,For Sale
للبيع ارض سكنية كورنر في العامرات / مرتفعات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 52,000",663 SQM,For Sale
al kould market,"Al Khoud, Muscat•",Not specified,Not specified,Not specified,"OMR 1,500Freehold",40 SQM,For Sale
"Bank / ATM, School, Mosque, Restaurant, Parking, Supermarket","Al Rustaq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 29,000","1,780 SQM",For Sale
"Supermarket, School, Mall / Shopping Center, Mosque, Dry Clean, Bank /","Al Qabil, Al Sharqiya•",Not specified,Not specified,Not specified,"OMR 7,500","1,200 SQM",For Sale
"Mosque, Supermarket, Gym, Bank / ATM, Pharmacy, Restaurant","Suwaiq, Al Batinah•",2,2,Not specified,"OMR 27,000Freehold",602 SQM,For Sale
"Gym, Supermarket, Hospital, Mall / Shopping Center, Mosque, Parking, B","Al Ghubrah, Muscat•",Not specified,Not specified,Not specified,"OMR 2,000Negotiable",40 SQM,For Sale
ارض ركنية قبل خط الغاز,"Saham, Al Batinah•",Not specified,Not specified,Not specified,"OMR 9,500",705 SQM,For Sale
"For sale, a residential plot of land in an excellent location, the fir","Al Buraimi, Al Buraimi•",Not specified,Not specified,Not specified,"OMR 5,500",664 SQM,For Sale
للبيع ارض سكني تجاري في المعبيله السابعة بجانب نيستو,"Al Maabilah, Muscat•",Not specified,Not specified,Not specified,"OMR 137,000",500 SQM,For Sale
شقة للبيع في المعبيله الثامنة,"Al Maabilah, Muscat•",3,3,Not specified,"OMR 25,000Non Freehold",151 SQM,For Sale
للبيع ارض سكني تجاري في الموالح الجنوبية,"Al Mawaleh, Muscat•",Not specified,Not specified,Not specified,"OMR 110,000",438 SQM,For Sale
ارض للبيع في بركاء الفليج,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 9,800",587 SQM,For Sale
للبيع أراضي مخطط حي عاصم الساحلي لمحبي التميز,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 31,000",600 SQM,For Sale
AL MOUJ LATEST LAUNCH AZURA | فرصة إستثمارية احجز عقارك الآن,"The Wave (Almouj), Muscat•",1,1,Not specified,"OMR 78,000Freehold",70 SQM,For Sale
للبيع ارض في عبري مرتفعات,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 15,000","1,313 SQM",For Sale
للبيع ارض في عبري الطيب,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 3,500",600 SQM,For Sale
ارض للبيع في عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 5,000",600 SQM,For Sale
ارض للبيع في عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 4,500",600 SQM,For Sale
ارض للبيع في عبري,"Ibri, Al Dhahirah•",Not specified,Not specified,Not specified,"OMR 15,000",204 SQM,For Sale
للبيع ارض سكنية في البريمي العقدة,"Al Buraimi, Al Buraimi•",Not specified,Not specified,Not specified,"OMR 4,200",874 SQM,For Sale
ارض للبيع في مخطط الهبوبية السواقم قريات,"Qurayyat, Muscat•",Not specified,Not specified,Not specified,"OMR 15,000",761 SQM,For Sale
للبيع ارض في بركاء الفاغرة,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 11,000",611 SQM,For Sale
للبيع ارض في السويق,"Suwaiq, Al Batinah•",Not specified,Not specified,Not specified,"OMR 5,000",646 SQM,For Sale
ارض سكنيه للبيع في ولاية بركاء,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 16,500",700 SQM,For Sale
ارض في المسفاه,"Misfah, Muscat•",Not specified,Not specified,Not specified,"OMR 23,000",300 SQM,For Sale
ارض للبيع في العامرات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 55,000",700 SQM,For Sale
للبيع ارض في السيب,"Al Seeb, Muscat•",Not specified,Not specified,Not specified,"OMR 95,000",609 SQM,For Sale
ارض للبيع في العامرات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 6,300",600 SQM,For Sale
ارض للبيع في الأنصب,"Ansab, Muscat•",Not specified,Not specified,Not specified,"OMR 86,000",400 SQM,For Sale
ارض في العامرات للبيع,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 5,000",620 SQM,For Sale
ارض للبيع في العامرات,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 4,800",600 SQM,For Sale
أرض سكنية على زاوية للبيع – بركاء، الشخاخيط,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 19,000",300 SQM,For Sale
أرض سكنية كورنر للبيع – بركاء، الشخاخيط,"Barka, Al Batinah•",Not specified,Not specified,Not specified,"OMR 19,000",300 SQM,For Sale
ارض سكنية وسطية للبيع في المنومة الشمالية بمساحة 554 م,"Al Seeb, Muscat•",Not specified,Not specified,Not specified,"OMR 30,900",554 SQM,For Sale
ارض سكني تجاري للبيع في العامرات المرحلة الأولى,"Al Amarat, Muscat•",Not specified,Not specified,Not specified,"OMR 100,000",400 SQM,For Sale
